Attended,ID,Date,Event,
Yes,586,4/25/01,Morgan Center Donor Dinner,
Yes,586,4/20/01,Alumni Weekend 2001,
Yes,586,,Hendrix Night at the Travs 2007,
Yes,586,,Lucile Shivley's Honorary Degree Party,
Yes,586,,Founders Day Luncheon 2009,
Yes,58603,4/27/06,Scholars Luncheon 2006,
Yes,58604,4/28/05,Scholars Luncheon 4-05,
Yes,58606,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,58606,,Hendrix Night at the Travs 2007,
Yes,58607,6/25/10,Hendrix Night At The Travs 2010,
Yes,58607,8/7/09,Hendrix Night at the Travelers 2009,
Yes,58610,4/26/15,BBQ Tour 2015 with Dr. Bill Tsutsui (LR FUMC),
Yes,58612,4/27/06,Scholars Luncheon 2006,
Yes,58613,4/18/15,Inauguration of President Tsutsui for Class Repres,
Yes,58613,12/7/14,Candlelight Carol Service 2014,
Yes,58613,9/27/14,Football 2014 - September 27 Tailgating,
Yes,58613,12/4/11,Candlelight Carol Service 2011,
Yes,58613,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58613,12/5/10,Candlelight Carol Service 2010,
Yes,58613,8/7/09,Hendrix Night at the Travelers 2009,
Yes,58613,7/31/08,Hendrix Night at the Travs 2008,
Yes,58613,7/12/06,Hendrix Night at the Travs 06,
Yes,58613,6/16/06,Young Alum Happy Hour in Little Rock 6-16-06,
Yes,58613,,Hester Young Alum Event 2011--Little Rock,
Yes,58616,4/27/06,Scholars Luncheon 2006,
Yes,58618,4/28/05,Scholars Luncheon 4-05,
Yes,58618,,Hendrix Night at the Travs 2007,
Yes,5862,4/18/15,Inauguration of President William M. Tsutsui,
Yes,5862,3/8/15,BBQ Tour 2015 with Dr. Bill Tsutsui (LR PHUMC),
Yes,58620,7/31/08,Hendrix Night at the Travs 2008,
Yes,58620,,Hendrix Night at the Travs 2007,
Yes,58623,9/11/15,Hendrix in DC program with Pete Gess,
Yes,58623,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,58623,,Little Rock Hendrix Huddle Feb 08,
Yes,58627,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58627,,Hester Young Alum Event 2011--Little Rock,
Yes,58630,4/27/06,Scholars Luncheon 2006,
Yes,58630,4/28/05,Scholars Luncheon 4-05,
Yes,58633,4/28/05,Scholars Luncheon 4-05,
Yes,58634,4/28/05,Scholars Luncheon 4-05,
Yes,58637,,April 2007 Fayetteville Event,
Yes,58638,4/15/11,Alumni Weekend 2011,
Yes,58638,10/7/08,Target Cities St. Louis Happy Hour 2008,
Yes,58638,4/27/06,Scholars Luncheon 2006,
Yes,58644,9/25/09,Family Weekend 2009,
Yes,58648,11/2/11,Hendrix Night on Capitol Hill,
Yes,58649,4/27/06,Scholars Luncheon 2006,
Yes,58653,4/17/10,Alumni Weekend 2010 -2005 Class Party,
Yes,58653,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,58654,7/31/08,Hendrix Night at the Travs 2008,
Yes,58654,7/12/06,Hendrix Night at the Travs 06,
Yes,58654,6/16/06,Young Alum Happy Hour in Little Rock 6-16-06,
Yes,58654,,Hendrix Night at the Travs 2007,
Yes,58656,4/28/05,Scholars Luncheon 4-05,
Yes,58660,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,58661,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,58662,4/5/14,Alumni Weekend 2014 - Class of 2004,
Yes,58662,4/4/14,Alumni Weekend 2014,
Yes,58662,4/28/05,Scholars Luncheon 4-05,
Yes,58665,4/11/08,Alumni Weekend 2008,
Yes,58670,4/28/05,Scholars Luncheon 4-05,
Yes,58674,4/11/08,Alumni Weekend 2008,
Yes,58683,8/11/11,Hendrix Night at the Travs 2011,
Yes,58683,4/15/11,Alumni Weekend 2011,
Yes,58683,4/17/10,Alumni Weekend 2010 -2005 Class Party,
Yes,58683,4/28/05,Scholars Luncheon 4-05,
Yes,58686,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,58686,4/17/15,Alumni Weekend 2015,
Yes,58687,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,58688,12/11/15,Alumni Birthday Bash - December 2015,
Yes,58688,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58688,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,587,4/15/05,Alumni Weekend 05,
Yes,58700,4/19/15,Alumni Weekend 2015 - Memorial Service,
Yes,58700,4/17/15,Alumni Weekend 2015,
Yes,58700,7/26/12,"Hendrix at The Museum of Fine Arts, Houston 2012",
Yes,58701,4/3/09,Alumni Weekend 2009,
Yes,58703,11/3/06,Goodbye Grove Swimming Event,
Yes,58707,7/12/06,Hendrix Night at the Travs 06,
Yes,58734,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,58736,7/17/08,Hendrix Night at the Naturals 2008,
Yes,58744,12/6/05,Rosa Parks Event Dec 2005,
Yes,58744,,Rosa Parks Event 05,
Yes,58752,12/13/12,Candlelight Carol 2012 Nashville Reception,
Yes,58752,2/7/08,Founder's Day and Odyssey Medalists 2008,
Yes,58756,10/18/14,Football 2014 - October 18 Tailgating,
Yes,58756,,FY 2013-14 Office Mugshot Visits,
Yes,58765,12/11/15,Alumni Birthday Bash - December 2015,
Yes,58765,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58765,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,58766,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,58766,4/4/14,Alumni Weekend 2014,
Yes,58766,2/17/12,Alumni Birthday Bash - February 2012 (and Visits),
Yes,58766,7/17/08,Hendrix Night at the Naturals 2008,
Yes,58766,4/11/08,Alumni Weekend 2008,
Yes,58779,6/30/11,Hendrix Night at SFMOMA 2011,
Yes,58793,7/26/12,"Hendrix at The Museum of Fine Arts, Houston 2012",
Yes,58793,7/23/06,Houston Send Off Party 7-06,
Yes,58794,10/4/14,Football 2014 - October 4 Tailgating,
Yes,58794,9/7/13,Football Tailgating additional parking 090713,
Yes,58794,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,58794,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,58794,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,58794,4/20/13,Alumni Weekend 2013 - Class of 2008,
Yes,58794,4/20/13,Alumni Weekend 2013 - Carole Herrick Farewell,
Yes,58794,6/25/10,Hendrix Night At The Travs 2010,
Yes,58794,8/7/09,Hendrix Night at the Travelers 2009,
Yes,58794,4/3/09,Alumni Weekend 2009,
Yes,58794,4/11/08,Alumni Weekend 2008,
Yes,58794,2/7/08,Founder's Day and Odyssey Medalists 2008,
Yes,58794,,Hendrix Night at the Travs 2007,
Yes,588,9/28/13,Football Tailgating additional parking 092813,
Yes,588,9/28/13,Football 2013 - Sept. 28 Tailgating,
Yes,588,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,588,9/7/13,Football Tailgating additional parking 090713,
Yes,588,4/17/10,Alumni Weekend 2010-1970 Class Party,
Yes,588,,Hendrix Night at the Travs 2007,
Yes,58803,4/21/12,Alumni Weekend 2012 - Class of 2007 Reunion Party,
Yes,58803,7/31/08,Hendrix Night at the Travs 2008,
Yes,58805,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58805,,Hester Young Alum Event 2011--Little Rock,
Yes,58806,6/25/10,Hendrix Night At The Travs 2010,
Yes,58806,8/7/09,Hendrix Night at the Travelers 2009,
Yes,58806,7/31/08,Hendrix Night at the Travs 2008,
Yes,58806,,Hendrix Night at the Travs 2007,
Yes,58809,6/26/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Ft. Smith),
Yes,58811,2/27/14,Project Pericles Hendrix Alumni Doing Democracy,
Yes,58813,4/27/06,Scholars Luncheon 2006,
Yes,58815,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,58831,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,58831,6/3/12,Hendrix at Crystal Bridges 2012,
Yes,58831,4/16/10,Half Century Club Luncheon 2010,
Yes,58832,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,58840,6/26/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Ft. Smith),
Yes,58842,6/25/10,Hendrix Night At The Travs 2010,
Yes,58852,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,58861,6/7/13,Hendrix at the Arkansas Arts Center 2013,
Yes,58862,4/20/13,Alumni Weekend 2013 - Class of 2008,
Yes,58862,4/28/05,Scholars Luncheon 4-05,
Yes,58870,4/20/13,Alumni Weekend 2013 - Class of 2008,
Yes,58870,7/26/06,Northwest Arkansas Send Off Party 06,
Yes,58870,4/28/05,Scholars Luncheon 4-05,
Yes,58876,6/25/10,Hendrix Night At The Travs 2010,
Yes,58885,8/7/09,Hendrix Night at the Travelers 2009,
Yes,58886,7/31/08,Hendrix Night at the Travs 2008,
Yes,58886,,Hendrix Night at the Travs 2007,
Yes,58887,11/16/14,Minnesota Wild Suite 17,
Yes,58889,6/25/10,Hendrix Night At The Travs 2010,
Yes,58889,9/30/07,Family Weekend Legacy Luncheon,
Yes,58891,11/2/11,Hendrix Night on Capitol Hill,
Yes,58891,4/28/05,Scholars Luncheon 4-05,
Yes,58891,,Hendrix Night at the Travs 2007,
Yes,58892,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,58892,4/28/05,Scholars Luncheon 4-05,
Yes,58894,4/28/05,Scholars Luncheon 4-05,
Yes,58898,8/2/12,Hendrix Night at the Travs 2012,
Yes,589,9/7/13,Football Tailgating additional parking 090713,
Yes,589,4/17/10,Alumni Weekend 2010-1970 Class Party,
Yes,589,,Hendrix Night at the Travs 2007,
Yes,58900,7/31/08,Hendrix Night at the Travs 2008,
Yes,58908,4/28/05,Scholars Luncheon 4-05,
Yes,58909,4/28/05,Scholars Luncheon 4-05,
Yes,58910,10/4/14,Football 2014 - October 4 Tailgating,
Yes,58910,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,58920,5/23/13,Hendrix at the Walton Arts Center 2013,
Yes,58925,7/26/12,"Hendrix at The Museum of Fine Arts, Houston 2012",
Yes,58925,6/13/05,Jay Barth DC Book Signing & Reception,
Yes,58928,,Hendrix Night at the Travs 2007,
Yes,58933,5/19/08,Community Advisory Board Meeting,
Yes,58939,2/21/13,Hendrix at the Seattle Art Museum 2013,
Yes,58940,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58940,12/6/05,Rosa Parks Event Dec 2005,
Yes,58941,4/28/05,Scholars Luncheon 4-05,
Yes,58951,10/4/14,Football 2014 - October 4 Tailgating,
Yes,58960,4/18/15,Inauguration of President Tsutsui for Class Repres,
Yes,58960,12/7/14,Candlelight Carol Service 2014,
Yes,58960,9/27/14,Football 2014 - September 27 Tailgating,
Yes,58960,11/9/13,Football 2013 - Nov. 9 Tailgating,
Yes,58960,11/9/13,Football Tailgating additional parking 110913,
Yes,58960,10/12/13,Football 2013 - Oct. 12 Tailgating,
Yes,58960,10/12/13,Football Tailgating additional parking 101213,
Yes,58960,12/4/11,Candlelight Carol Service 2011,
Yes,58960,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58960,12/5/10,Candlelight Carol Service 2010,
Yes,58960,8/7/09,Hendrix Night at the Travelers 2009,
Yes,58960,,Hester Young Alum Event 2011--Little Rock,
Yes,58961,4/27/06,Scholars Luncheon 2006,
Yes,58964,9/21/06,Little Rock Target Cities Huddle 9-06,
Yes,58964,5/18/06,Little Rock Huddle 5-18-06,
Yes,58966,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,58966,4/17/15,Alumni Weekend 2015,
Yes,58966,4/17/10,Alumni Weekend 2010 -2005 Class Party,
Yes,58966,4/16/10,Alumni Weekend 2010 - Weekend Registration,
Yes,58966,11/8/07,Austin Happy Hour 11-07,
Yes,58966,11/16/06,Austin Target City event 11-06,
Yes,58966,4/28/05,Scholars Luncheon 4-05,
Yes,58968,11/18/11,Alumni Birthday Bash - November 2011 (and Visits),
Yes,58969,5/23/06,Dallas Roughriders Target Cities event May 2006,
Yes,5897,11/8/07,Austin Happy Hour 11-07,
Yes,58970,6/16/06,Young Alum Happy Hour in Little Rock 6-16-06,
Yes,58972,7/31/08,Hendrix Night at the Travs 2008,
Yes,58972,4/27/06,Scholars Luncheon 2006,
Yes,58972,,Hendrix Night at the Travs 2007,
Yes,58973,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,58973,4/15/11,Alumni Weekend 2011,
Yes,58973,,Hendrix Night at the Travs 2007,
Yes,58975,4/28/05,Scholars Luncheon 4-05,
Yes,58977,2/29/16,Leadership Donors Reception 2016,
Yes,58977,7/31/08,Hendrix Night at the Travs 2008,
Yes,58977,,Hendrix Night at the Travs 2007,
Yes,58978,4/27/06,Scholars Luncheon 2006,
Yes,58983,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,58983,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,58983,11/2/11,Hendrix Night on Capitol Hill,
Yes,58983,3/14/07,Hendrix Night at the Rep 2007,
Yes,58983,11/9/06,Little Rock Huddle 11-09-06,
Yes,58983,7/12/06,Hendrix Night at the Travs 06,
Yes,58983,6/16/06,Young Alum Happy Hour in Little Rock 6-16-06,
Yes,58983,,Alumni Weekend 2011 Planning meeting,
Yes,58987,4/28/05,Scholars Luncheon 4-05,
Yes,58993,8/5/11,Hendrix Night at the Naturals 2011,
Yes,58995,4/7/14,Alumni Weekend 2014 - Warrior Booster Club Golf T,
Yes,58995,10/19/13,Football 2013 - Oct. 19 Tailgating,
Yes,58995,9/28/13,Football 2013 - Sept. 28 Tailgating,
Yes,58995,6/25/10,Hendrix Night At The Travs 2010,
Yes,58995,8/7/09,Hendrix Night at the Travelers 2009,
Yes,58995,7/31/08,Hendrix Night at the Travs 2008,
Yes,58995,,Hendrix Night at the Travs 2007,
Yes,58999,6/25/10,Hendrix Night At The Travs 2010,
Yes,59001,2/9/06,Goodbye Grove Gym events,
Yes,59014,4/18/15,Alumni Weekend 2015 - Class of 2005 Party,
Yes,59014,4/17/10,Alumni Weekend 2010 -2005 Class Party,
Yes,59014,12/6/05,Rosa Parks Event Dec 2005,
Yes,59014,,Rosa Parks Event 05,
Yes,59033,2/7/12,Hendrix Night at the Rep 2012,
Yes,59033,11/18/11,Alumni Birthday Bash - November 2011 (and Visits),
Yes,59033,7/31/08,Hendrix Night at the Travs 2008,
Yes,59035,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,59038,2/21/13,Hendrix at the Seattle Art Museum 2013,
Yes,59038,,FY 2013-14 Office Mugshot Visits,
Yes,59043,4/20/13,Alumni Weekend 2013 Miller/Lilly Center 10 Reunion,
Yes,59047,9/25/11,Family Weekend - Legacy Luncheon 2011,
Yes,59049,4/27/06,Scholars Luncheon 2006,
Yes,59051,,Hendrix Night at the Travs 2007,
Yes,59052,4/28/05,Scholars Luncheon 4-05,
Yes,59054,2/27/15,Alumni Birthday Bash - February 2015,
Yes,59054,2/28/14,Alumni Birthday Bash - February 2014,
Yes,59056,,Hendrix Night at the Travs 2007,
Yes,59061,2/7/12,Hendrix Night at the Rep 2012,
Yes,59061,11/18/11,Alumni Birthday Bash - November 2011 (and Visits),
Yes,59061,7/31/08,Hendrix Night at the Travs 2008,
Yes,59064,6/25/10,Hendrix Night At The Travs 2010,
Yes,59067,,Hendrix Night at the Travs 2007,
Yes,59070,4/20/13,Alumni Weekend 2013 Miller/Lilly Center 10 Reunion,
Yes,59071,4/20/13,Alumni Weekend 2013 - Class of 2008,
Yes,59078,4/28/05,Scholars Luncheon 4-05,
Yes,59079,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59089,4/28/05,Scholars Luncheon 4-05,
Yes,59102,9/30/12,Family Weekend - Legacy Luncheon 2012,
Yes,59108,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,59108,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,59108,8/7/09,Hendrix Night at the Travelers 2009,
Yes,59108,,Hendrix Night at the Travs 2007,
Yes,59109,2/21/13,Hendrix at the Seattle Art Museum 2013,
Yes,59114,4/18/15,Inauguration of President Tsutsui for Class Repres,
Yes,59114,4/18/15,Alumni Weekend 2015 - Class of 2010 Party,
Yes,59114,5/4/12,Alumni Birthday Bash - April & May 2012 (and Visit,
Yes,59116,4/27/06,Scholars Luncheon 2006,
Yes,59119,3/4/14,Leadership Reception 2014,
Yes,59119,7/31/08,Hendrix Night at the Travs 2008,
Yes,59119,10/26/06,Goodbye Grove last volleyball game,
Yes,5912,4/18/15,Alumni Weekend 2015 - Class of 1985 Party,
Yes,5912,4/18/15,Inauguration of President William M. Tsutsui,
Yes,5912,12/7/14,Candlelight Carol Service 2014,
Yes,5912,11/1/14,Alumni Weekend 2015 Planning Meeting,
Yes,5912,11/1/14,Altus Bell Society Luncheon Nov2014,
Yes,5912,10/24/13,Founders Day Odyssey Medal Reception 2013,
Yes,5912,10/25/12,Founders Day Odyssey Medal Reception 2012,
Yes,5912,11/7/11,Banker OBL Nov 2011,
Yes,5912,10/27/11,Founders Day Odyssey Medalist Reception 2011,
Yes,5912,12/5/10,Candlelight Carol Service 2010,
Yes,5912,10/21/10,Founders Day Odyssey Medalist Reception 2010,
Yes,5912,2/24/10,Little Rock Huddle February 2010,
Yes,5912,10/28/08,Little Rock Election Huddle October 2008,
Yes,5912,2/7/08,Founder's Day and Odyssey Medalists 2008,
Yes,5912,10/26/07,Hendrix College Celebration: CHARTING PROGRESS,
Yes,5912,11/9/06,Little Rock Huddle 11-09-06,
Yes,5912,4/21/06,Alumni Weekend 2006,
Yes,5912,4/16/05,Leadership Donors' Reception AW 05,
Yes,5912,4/15/05,Alumni Weekend 05,
Yes,5912,10/27/04,Founders Weekend 04,
Yes,5912,5/17/02,President Cloyd's Inauguration - Alumni Reps,
Yes,5912,1/29/02,Hendrix Night at the Rep 2002,
Yes,5912,,Little Rock Huddle September 2008,
Yes,5912,,Candlelight Carol Service 2008,
Yes,5912,,Alumni Weekend 2009 - Class of 1984 Party,
Yes,59121,4/19/13,Alumni Weekend 2013,
Yes,59122,4/28/05,Scholars Luncheon 4-05,
Yes,59125,6/30/11,Hendrix Night at SFMOMA 2011,
Yes,59129,7/31/08,Hendrix Night at the Travs 2008,
Yes,59129,4/11/08,Alumni Weekend 2008,
Yes,5913,4/17/15,Alumni Weekend 2015 - Half Century Club Luncheon,
Yes,5913,4/4/14,Alumni Weekend 2014 - Half Century Club Luncheon,
Yes,59132,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,59132,9/7/13,Football 2013 - Sept. 7 Tailgating,
Yes,59132,8/11/11,Hendrix Night at the Travs 2011,
Yes,59132,4/15/11,Alumni Weekend 2011,
Yes,59132,6/25/10,Hendrix Night At The Travs 2010,
Yes,59132,8/7/09,Hendrix Night at the Travelers 2009,
Yes,59132,4/11/08,Alumni Weekend 2008,
Yes,59132,,Hendrix Night at the Travs 2007,
Yes,59139,4/28/05,Scholars Luncheon 4-05,
Yes,59141,9/30/07,Family Weekend Legacy Luncheon,
Yes,59141,12/4/05,Candlelight Carol 2005,
Yes,59141,,Hendrix Night at the Travs 2007,
Yes,59142,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,59148,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59149,7/31/08,Hendrix Night at the Travs 2008,
Yes,59149,4/27/06,Scholars Luncheon 2006,
Yes,59156,4/28/05,Scholars Luncheon 4-05,
Yes,59158,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59175,4/17/15,Alumni Weekend 2015,
Yes,59175,10/4/14,Football 2014 - October 4 Tailgating,
Yes,59175,6/19/14,Crystal Bridges event with Dr. Bill Tsutsui,
Yes,59175,8/5/11,Hendrix Night at the Naturals 2011,
Yes,59175,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59175,,Hendrix Night at the Travs 2007,
Yes,59179,4/28/05,Scholars Luncheon 4-05,
Yes,59183,8/6/13,Hendrix at the Perot Museum of Nature & Science,
Yes,59183,11/7/07,Dallas Happy Hour 11-07,
Yes,59191,11/8/07,Austin Happy Hour 11-07,
Yes,59192,8/7/09,Hendrix Night at the Travelers 2009,
Yes,59200,5/4/12,Alumni Birthday Bash - April & May 2012 (and Visit,
Yes,59202,6/29/13,Hendrix at Tanglewood with Garrison Keillor,
Yes,59218,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59219,2/9/06,Goodbye Grove Gym events,
Yes,5922,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,5922,,Hendrix Night at the Travs 2007,
Yes,5922,,Alumni Weekend 2008 - 1988 Class Reunion,
Yes,59221,4/19/13,Alumni Weekend 2013,
Yes,59222,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59222,12/6/05,Rosa Parks Event Dec 2005,
Yes,59222,,Rosa Parks Event 05,
Yes,59223,4/20/13,Alumni Weekend 2013 Miller/Lilly Center 10 Reunion,
Yes,59224,,FY 2013-14 Office Mugshot Visits,
Yes,59233,4/21/12,Alumni Weekend 2012 - Class of 2007 Reunion Party,
Yes,59237,6/25/10,Hendrix Night At The Travs 2010,
Yes,59240,8/7/09,Hendrix Night at the Travelers 2009,
Yes,59241,7/31/08,Hendrix Night at the Travs 2008,
Yes,59241,7/17/08,Hendrix Night at the Naturals 2008,
Yes,59241,,Hendrix Night at the Travs 2007,
Yes,59244,4/19/13,Alumni Weekend 2013 Warrior Hall of Honor,
Yes,59244,10/28/08,Little Rock Election Huddle October 2008,
Yes,59244,7/31/08,Hendrix Night at the Travs 2008,
Yes,59244,6/13/05,Jay Barth DC Book Signing & Reception,
Yes,59244,,Little Rock Hendrix Huddle Feb 08,
Yes,59245,10/4/14,Football 2014 - October 4 Tailgating,
Yes,59245,4/21/12,Alumni Weekend 2012 - Class of 2007 Reunion Party,
Yes,59245,,Hendrix Night at the Travs 2007,
Yes,59249,12/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (Fayetteville),
Yes,59249,9/7/13,Sneak Peek of Football at Hendrix - Sept. 7,
Yes,59249,8/5/11,Hendrix Night at the Naturals 2011,
Yes,5925,4/20/13,Alumni Weekend 2013 - Class of 1988,
Yes,5925,4/19/13,Alumni Weekend 2013,
Yes,5925,2/7/12,Hendrix Night at the Rep 2012,
Yes,5925,3/14/07,Hendrix Night at the Rep 2007,
Yes,59254,12/6/05,Rosa Parks Event Dec 2005,
Yes,59254,4/28/05,Scholars Luncheon 4-05,
Yes,59254,,Rosa Parks Event 05,
Yes,59258,4/28/05,Scholars Luncheon 4-05,
Yes,59263,9/27/14,Football 2014 - September 27 Tailgating,
Yes,59263,11/9/13,Football 2013 - Nov. 9 Tailgating,
Yes,59263,4/21/12,Alumni Weekend 2012 - Class of 2007 Reunion Party,
Yes,59263,8/7/09,Hendrix Night at the Travelers 2009,
Yes,59263,7/31/08,Hendrix Night at the Travs 2008,
Yes,59263,7/12/06,Hendrix Night at the Travs 06,
Yes,59264,4/20/13,Alumni Weekend 2013 - Class of 2008,
Yes,59264,2/7/12,Hendrix Night at the Rep 2012,
Yes,59264,7/17/08,Hendrix Night at the Naturals 2008,
Yes,59264,8/1/06,Little Rock Target Cities Coffee Talk 8-06,
Yes,59264,7/12/06,Hendrix Night at the Travs 06,
Yes,59264,4/27/06,Scholars Luncheon 2006,
Yes,59276,4/20/13,Alumni Weekend 2013 - Class of 2008,
Yes,59276,7/31/08,Hendrix Night at the Travs 2008,
Yes,59281,4/11/08,Alumni Weekend 2008,
Yes,59283,9/30/07,Family Weekend Legacy Luncheon,
Yes,59283,,Family Weekend 2007,
Yes,59284,12/8/13,Candlelight Carol Service 2013,
Yes,59284,5/6/11,Celebrating the Campaign for National Leadership,
Yes,59284,4/11/08,Alumni Weekend 2008,
Yes,59284,9/30/07,Family Weekend Legacy Luncheon,
Yes,59284,6/15/06,Memphis Redbirds Target Cities event 6-06,
Yes,59284,4/27/06,Scholars Luncheon 2006,
Yes,59284,4/28/05,Scholars Luncheon 4-05,
Yes,59285,4/28/05,Scholars Luncheon 4-05,
Yes,59289,9/28/08,Family Weekend Legacy Luncheon 2008,
Yes,59289,9/30/07,Family Weekend Legacy Luncheon,
Yes,59289,7/12/06,Hendrix Night at the Travs 06,
Yes,59289,2/9/06,Goodbye Grove Gym events,
Yes,59295,,Hendrix Night at the Travs 2007,
Yes,59296,10/10/15,Football 2015 - October 10 Tailgating,
Yes,59296,10/4/14,Football 2014 - October 4 Tailgating,
Yes,59300,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59300,7/30/06,St. Louis Send Off Party 7-06,
Yes,59306,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59312,6/25/10,Hendrix Night At The Travs 2010,
Yes,59312,7/31/08,Hendrix Night at the Travs 2008,
Yes,59315,2/7/12,Hendrix Night at the Rep 2012,
Yes,59316,7/12/06,Hendrix Night at the Travs 06,
Yes,59317,7/31/08,Hendrix Night at the Travs 2008,
Yes,59317,7/17/08,Hendrix Night at the Naturals 2008,
Yes,59317,,Hendrix Night at the Travs 2007,
Yes,59319,11/9/11,Hendrix Night at the High Museum 2011,
Yes,5932,10/27/06,UCA-Hendrix Alumni Game 10-06,
Yes,5932,2/9/06,Goodbye Grove Gym events,
Yes,59320,4/19/15,Alumni Weekend 2015 - Memorial Service,
Yes,59320,4/18/15,Inauguration of President Tsutsui Dinner,
Yes,59320,4/17/15,Alumni Weekend 2015,
Yes,59320,9/18/14,BBQ Tour 2014 with Dr. Bill Tsutsui (LR YA),
Yes,59320,4/4/14,Alumni Weekend 2014,
Yes,59320,4/4/14,Alumni Weekend 2014 - Young Alumni Group Party,
Yes,59320,4/20/13,Alumni Weekend 2013 - Class of 2008,
Yes,59320,9/28/12,Family Weekend 2012,
Yes,59320,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59320,4/27/06,Scholars Luncheon 2006,
Yes,59321,,FY 2013-14 Office Mugshot Visits,
Yes,59322,2/28/08,Target City New York Dinner,
Yes,59322,,2007 Spring Break New York Lily Mission Trip Dinne,
Yes,59324,6/30/11,Hendrix Night at SFMOMA 2011,
Yes,59327,4/16/11,Alumni Weekend 2011 - Class of 2006,
Yes,59331,5/17/05,Kresge Award Banquet(honoring Lucile Shivley) 5-05,
Yes,59333,4/27/06,Scholars Luncheon 2006,
Yes,59335,4/15/11,Alumni Weekend 2011,
Yes,59336,4/5/14,Alumni Weekend 2014 - Reception for Nancy Fleming,
Yes,59336,4/4/14,Alumni Weekend 2014,
Yes,59336,4/15/11,Alumni Weekend 2011,
Yes,59336,4/21/06,Alumni Weekend 2006,
Yes,59336,,Alumni Weekend 2011 Choir Reunion,
Yes,59342,10/10/15,Football 2015 - October 10 Tailgating,
Yes,59342,4/17/15,Alumni Weekend 2015,
Yes,59342,10/4/14,Football 2014 - October 4 Tailgating,
Yes,59342,4/15/11,Alumni Weekend 2011,
Yes,59342,8/7/09,Hendrix Night at the Travelers 2009,
Yes,59342,4/26/07,Honors Day/Scholars Luncheon 2007,
Yes,59346,,April 2007 Fayetteville Event,
Yes,59350,11/9/06,Little Rock Huddle 11-09-06,
Yes,59350,4/27/06,Scholars Luncheon 2006,
Yes,59351,11/9/06,Little Rock Huddle 11-09-06,
Yes,59351,6/16/06,Young Alum Happy Hour in Little Rock 6-16-06,
Yes,59353,9/23/11,Family Weekend 2011,
Yes,59354,8/5/11,Hendrix Night at the Naturals 2011,
Yes,59354,7/17/08,Hendrix Night at the Naturals 2008,
Yes,59356,4/17/10,Alumni Weekend 2010 -2005 Class Party,
Yes,59357,4/16/10,Alumni Weekend 2010 - Weekend Registration,
